cat_nr1, , , , , ,
tee,21896,29214,5000,/tmp/test_a59905,O_WRONLY|O_CREAT,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21895,29214,5000,/var/ld/ld.config,O_RDONLY,-1
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21895,29214,5000,/lib/libc.so.1,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21895,29214,5000,/usr/lib/locale/en_US.UTF-8/en_US.UTF-8.so.3,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21895,29214,5000,/usr/lib/locale/en_US.UTF-8/methods_unicode.so.3,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21895,29214,5000,/etc/inittab,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
vim,21897,29220,5000,/var/ld/64/ld.config,O_RDONLY,-1
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
vim,21897,29220,5000,/lib/64/libc.so.1,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE

cat_nr4, , , , , ,
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
tee,21955,29214,5000,/var/ld/ld.config,O_RDONLY,-1
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
tee,21955,29214,5000,/lib/libc.so.1,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
tee,21955,29214,5000,/usr/lib/locale/en_US.UTF-8/en_US.UTF-8.so.3,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
tee,21955,29214,5000,/usr/lib/locale/en_US.UTF-8/methods_unicode.so.3,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
tee,21955,29214,5000,/tmp/test_a59905,O_WRONLY|O_APPEND|O_CREAT,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21954,29214,5000,/var/ld/ld.config,O_RDONLY,-1
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21954,29214,5000,/lib/libc.so.1,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21954,29214,5000,/usr/lib/locale/en_US.UTF-8/en_US.UTF-8.so.3,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21954,29214,5000,/usr/lib/locale/en_US.UTF-8/methods_unicode.so.3,O_RDONLY,3
EXECNAME,PID,UID,GID,PATH,FLAGS,RETURN_VALUE
cat,21954,29214,5000,/etc/inittab,O_RDONLY,3
